ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,description,genres_raw,match_method
1565075722,The Power of a Praying Wife,Stormie Omartian,1997,Harvest House Publishers,"Worrying about your marriage changes nothing... Praying about it can change everything. Today's challenges and pressures can make a fulfilling marriage seem like an impossible dream. Yet God delights in doing the impossible if only we would ask! Stormie Omartian shares how God has strengthened her own marriage since she began to pray for her husband concerning key areas in his life, including...-his spiritual walk-his emotions-his roles as a father, leader, and decision maker-his security in work and finances-his health and physical protection-his faith and his futureEvery woman who desires a closer relationship with her husband will appreciate this refreshing look at the power of prayer in marriage. Along with real-life illustrations, Stormie also includes sample prayers and ""power tools""--verses that inspire and encourage--to help wives rest in the assurance of God's wonderful promises of restoration, renewal, and growth in marriage.","['Christian', 'Marriage', 'Nonfiction', 'Faith', 'Prayer', 'Christianity', 'Christian Living', 'Spirituality', 'Self Help', 'Christian Non Fiction']",isbn
60617519,The Long Loneliness,Dorothy Day,1997,HarperSanFrancisco,"This inspiring and fascinating memoir, subtitled, “The Autobiography of the Legendary Catholic Social Activist,” The Long Loneliness is the late Dorothy Day’s compelling autobiographical testament to her life of social activism and her spiritual pilgrimage.A founder of the Catholic Worker Movement and longtime associate of Peter Maurin, Dorothy Day was eulogized in the New York Times as, “a nonviolent social radical of luminous personality.” The Long Loneliness recounts her remarkable journey from the Greenwich Village political and literary scene of the 1920s through her conversion to Catholicism and her lifelong struggle to help bring about “the kind of society where it is easier to be good.” (Description from Amazon.)","['Biography', 'Nonfiction', 'Memoir', 'Religion', 'Spirituality', 'Christianity', 'Autobiography', 'Theology', 'Catholic', 'Biography Memoir']",isbn
451204123,The Association,Bentley Little,2001,Signet Book,"Congratulations, Barry and Maureen: You've been approved by the Association and are encouraged to move into your exclusive gated community as soon as possible. Please be aware that we reserve the right to approve your decor, your landscaping, your friends, and your job. All relationships with neighbors should be avoided. Any interference from the outside will not be tolerated. Any attempt to leave will be stopped. Any infraction of the rules could result in severe fines, physical punishment, or death. Please send all other inquiries to the house on the hill. Preferably before dark. P.S. You're being watched. Sincerely, THE ASSOCIATION","['Horror', 'Fiction', 'Thriller', 'Mystery Thriller', 'Paranormal', 'Adult', 'Suspense', 'Mystery', 'Fantasy', 'Amazon']",isbn
590226517,"Across the Wide and Lonesome Prairie: The Oregon Trail Diary of Hattie Campbell, 1847 (Dear America)",Kristiana Gregory,1997,Scholastic,"Now that we're in the North Platte River Valley the air feels dry and thin. My lips are so chapped they bleed when I talk. The only thing to do is dip our fingers in to the bucket of axle grease and rub our lips every hour or so. It smells bad, it tastes bad, and the blowing dust sticks.It feels like we must be halfway to Oregon, but Tall Joe says, no, we've only gone five hundred miles. He also says the worst part of the trail is to come.Does he mean more rivers to cross...? I'm afraid to ask what he's talking about.","['Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Childrens', 'Middle Grade', 'Diary', 'Juvenile', 'Adventure', '19th Century']",isbn
152164502,The Coffin Quilt: The Feud between the Hatfields and the McCoys,Ann Rinaldi,2001,Gulliver Books Paperbacks,"Fanny McCoy has lived in fear and anger ever since that day in 1878 when a dispute with the Hatfields over the ownership of a few pigs set her family on a path of hatred and revenge. From that day forward, along the ragged ridges of the West Virginia-Kentucky line, the Hatfields and the McCoys have operated not within the law but within mountain codes of their own making. In 1882, when Fanny's sister Roseanna runs off with young Johnse Hatfield, the hatred between the two clans explodes.As the killings, abductions, raids, and heartbreak escalate bitterly and senselessly, Fanny, the sole voice of reason, realizes that she is powerless to stop the fighting and must learn to rise above the petty natures of her family and neighbors to find her own way out of the hatred. ","['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Teen', 'Young Adult Historical Fiction', '19th Century', 'Southern', 'American History', 'Juvenile']",isbn
1577361814,"New Moon Rising (St. Simons Trilogy, v.2)",Eugenia Price,2000,Providence House Publishers,"Horace Gould returns to St. Simons and wins the heart of lovely neighbor Deborah Abbott, who adores her Mr. Gould,"""" despite the difference in their years. She is not concerned with his rumored past, but she is saddened by his lack of faith.""""","['Historical Fiction', 'Fiction', 'Christian Fiction', 'Romance', 'Historical', 'Civil War', 'Christian', 'Southern', 'War', 'Historical Romance']",isbn
440228611,The Last Silk Dress,Ann Rinaldi,1999,Laurel-Leaf Books,"High-spirited, beautiful Susan Chilmark, fourteen, vows to do something meaningful to support the Confederacy during the Civil War. Despite the wishes of her mother, Susan and her best friend, Connie, collect silk dresses from all the ladies of Richmond to make a balloon that will be used to spy on the Yankees.But the issues behind the war aren't as obvious as Susan thinks. When she meets her dashing, scandalous older brother and discovers why he was banished from the family, Susan unlocks a Pandora's box of secrets that forces her to rethink and challenge the very system she was born into. Does she have the courage to do what is right even though it may hurt the ones she loves?","['Historical Fiction', 'Young Adult', 'Fiction', 'Civil War', 'Historical', 'Childrens', 'Young Adult Historical Fiction', 'Romance', 'Teen', 'School']",isbn
067988341X,"Polar Bears Past Bedtime (Magic Tree House 12, paper)",Mary Pope Osborne,1998,Random House Children's Books,"The Magic Tree House transportss Jack and Annie to the freezing Arctic. There, they must solve the final riddle to become master librarians. But it's not going to be easy--especially when they have cracking ice, a seal hunter, and a prodigious polar bear to deal with. Will they be able to solve the riddle before they get iced themselves?","['Childrens', 'Fantasy', 'Fiction', 'Chapter Books', 'Adventure', 'Historical Fiction', 'Animals', 'Time Travel', 'Young Adult', 'Magic']",isbn
380719002,Stepping on the Cracks,Mary Downing Hahn,1992,HarperTrophy,"Margaret and her best friend Elizabeth both have brothers fighting the war against Hitler and, like everyone else they know, they are filled with feelings of patriotism. But the girls are also involved in their own personal war at home. Gordy Smith, the worst bully in sixth grade, teases and torments them, and Margaret is scared to death of him. But when Gordy and his pals Toad and Doug grow bolder than ever, Margaret and Elizabeth come up with a daring plan to get even. That's when the girls discover a shocking secret about Gordy that turns their lives upside-down and draws them into a startling confrontation with family, friends...and their own strongly held ideas.","['Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Childrens', 'World War II', 'Middle Grade', 'War', 'Juvenile', 'Realistic Fiction']",isbn
440409411,The Castle in the Attic,ELIZABETH WINTHROP,1986,Yearling,"One of the classic fantastical adventures of all time!William has just received the best present of his life—an old, real-looking stone and wooden model of a castle, with a drawbridge, a moat, and a fingerhigh knight to guard the gates. It’s the mysterious castle his housekeeper has told him about, and even though William is sad she’s leaving, now the castle is his! William can’t wait to play with the castle—he’s certain there’s something magical about it. And sure enough, when he picks up the tiny silver knight, it comes alive in his hand! Sir Simon tells William a mighty story of wild sorcery, wizards, and magic. And suddenly William is off on a fantastic quest to another land and another time—where a fiery dragon and an evil wizard are waiting to do battle.","['Fantasy', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Adventure', 'Juvenile', 'Classics', 'Magic', 'Chapter Books']",isbn
140376283,Phoenix Rising,Karen Hesse,1995,Puffin Books,"Nyle's life with her grandmother on their Vermont sheep farm advances rhythmically through the seasons until the night of the accident at the Cookshire nuclear power plant. Without warning, Nyle's modest world fills with protective masks, evacuations, contaminated food, disruptions, and mistrust.Nyle adjusts to the changes. As long as the fallout continues blowing to the East, Nyle, Gran, and the farm can go on. But into this uncertain haven stumble Ezra Trent and his mother, ""refugees"" from the heart of the accident, who take temporary shelter in the back bedroom of Nyle's house.The back bedroom is the dying room: It took her mother when Nyle was six; it stole away her grandfather just two years ago. Now Ezra is back there and Nyle doesn't want to open her heart to him. Too many times she's let people in, only to have them desert her.Karen Hesse's voice and vision are grounded in truth; she takes on a nearly unharnessable subject, contains it, and makes it resonate with honesty. Part love story, part coming of age, this is a tour de force by a gifted writer.","['Young Adult', 'Fiction', 'Realistic Fiction', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Teen', 'Science Fiction', 'Juvenile', 'Read For School']",isbn
